,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location
998,2023,SE,FT,Data Science Consultant,29453,TH,50,TH
999,2023,SE,FT,Data Analyst,180180,US,0,US
1000,2023,SE,FT,Data Analyst,106020,US,0,US
1001,2023,SE,FT,Data Scientist,136000,US,100,US
1002,2023,SE,FT,Data Scientist,104000,US,100,US
1003,2023,SE,FT,Data Analyst,125000,US,0,US
1004,2023,SE,FT,Data Analyst,110000,US,0,US
1005,2023,SE,FT,Machine Learning Engineer,153400,US,0,US
1006,2023,SE,FT,Machine Learning Engineer,122700,US,0,US
1007,2023,EX,FT,Data Engineer,310000,US,100,US
1008,2023,EX,FT,Data Engineer,239000,US,100,US
1009,2023,SE,FT,Data Analyst,152380,US,0,US
1010,2023,SE,FT,Data Analyst,121904,US,0,US
1011,2023,SE,FT,Data Scientist,185900,US,0,US
1012,2023,SE,FT,Data Scientist,129300,US,0,US
1013,2023,SE,FT,Machine Learning Engineer,247500,US,0,US
1014,2023,SE,FT,Machine Learning Engineer,172200,US,0,US
1015,2023,SE,FT,Data Architect,168400,US,0,US
1016,2023,SE,FT,Data Architect,105200,US,0,US
1017,2023,SE,FT,Machine Learning Engineer,128280,US,0,US
1018,2023,SE,FT,Machine Learning Engineer,106900,US,0,US
1019,2022,SE,FT,Lead Data Scientist,192000,US,100,US
1020,2023,MI,FT,Data Engineer,140000,US,0,US
1021,2023,MI,FT,Data Engineer,100000,US,0,US
1022,2023,SE,FT,Research Engineer,107309,DE,100,DE
1023,2023,SE,FT,Research Engineer,85847,DE,100,DE
1024,2023,SE,FT,Machine Learning Engineer,275000,DE,0,DE
1025,2023,SE,FT,Machine Learning Engineer,174000,DE,0,DE
1026,2023,SE,FT,Data Engineer,139500,US,0,US
1027,2023,SE,FT,Data Engineer,109400,US,0,US
1028,2023,SE,FT,Machine Learning Engineer,139500,US,0,US
1029,2023,SE,FT,Machine Learning Engineer,109400,US,0,US
1030,2023,SE,FT,Data Analyst,170500,US,100,US
1031,2023,SE,FT,Data Analyst,85000,US,100,US
1032,2023,SE,FT,Data Manager,72946,GB,0,GB
1033,2023,SE,FT,Data Manager,54365,GB,0,GB
1034,2023,EX,FT,Head of Data Science,160288,GB,0,GB
1035,2023,EX,FT,Head of Data Science,127467,GB,0,GB
1036,2023,SE,FT,Data Engineer,80000,US,0,US
1037,2023,SE,FT,Data Engineer,65000,US,0,US
1038,2023,SE,FT,Data Engineer,124740,US,0,US
1039,2023,SE,FT,Data Engineer,65488,US,0,US
1040,2023,SE,FT,Data Quality Analyst,72200,US,0,US
1041,2023,SE,FT,Data Quality Analyst,64980,US,0,US
1042,2023,SE,FT,Data Engineer,153600,US,0,US
1043,2023,SE,FT,Data Engineer,106800,US,0,US
1044,2023,SE,FT,Data Analyst,179975,US,100,US
1045,2023,SE,FT,Data Analyst,86466,US,100,US
1046,2023,SE,FT,Data Engineer,120000,US,0,US
1047,2023,SE,FT,Data Engineer,90000,US,0,US
1048,2023,MI,FT,Insight Analyst,51039,GB,0,GB
1049,2023,MI,FT,Insight Analyst,42533,GB,0,GB
1050,2023,SE,FT,Data Scientist,149076,US,0,US
1051,2023,SE,FT,Data Scientist,82365,US,0,US
1052,2023,SE,FT,Data Analyst,169000,US,0,US
1053,2023,SE,FT,Data Analyst,110600,US,0,US
1054,2023,SE,FT,Data Science Manager,175000,US,0,US
1055,2023,SE,FT,Data Science Manager,120000,US,0,US
1056,2023,SE,FT,Data Analyst,230000,US,0,US
1057,2023,SE,FT,Data Analyst,180000,US,0,US
1058,2023,SE,FT,Data Analyst,153600,US,0,US
1059,2023,SE,FT,Data Analyst,106800,US,0,US
1060,2023,SE,FT,Data Manager,140000,US,0,US
1061,2023,SE,FT,Data Manager,120000,US,0,US
1062,2023,SE,FT,Machine Learning Infrastructure Engineer,205920,US,0,US
1063,2023,SE,FT,Machine Learning Infrastructure Engineer,171600,US,0,US
1064,2023,SE,FT,Data Analyst,165000,US,100,US
1065,2023,SE,FT,Data Analyst,125000,US,100,US
1066,2023,SE,FT,Data Engineer,265000,US,0,US
1067,2023,SE,FT,Data Engineer,185000,US,0,US
1068,2023,MI,FT,Applied Machine Learning Engineer,130000,US,0,US
1069,2022,EN,FT,Data Scientist,168000,US,100,US
1070,2023,MI,FT,AI Scientist,38631,ES,50,ES
1071,2023,SE,FT,Data Analyst,95000,US,0,US
1072,2023,SE,FT,Data Analyst,85500,US,0,US
1073,2023,SE,FT,Data Scientist,147100,US,0,US
1074,2023,SE,FT,Data Scientist,90700,US,0,US
1075,2023,SE,FT,Data Engineer,167580,US,0,US
1076,2023,SE,FT,Data Engineer,87980,US,0,US
1077,2023,SE,FT,Data Engineer,202000,US,100,US
1078,2023,SE,FT,Data Engineer,135000,US,100,US
1079,2023,SE,FT,Data Engineer,163800,US,0,US
1080,2023,SE,FT,Data Engineer,126000,US,0,US
1081,2023,SE,FT,Machine Learning Engineer,163800,US,0,US
1082,2023,SE,FT,Machine Learning Engineer,126000,US,0,US
1083,2023,SE,FT,Data Engineer,104000,US,100,US
1084,2023,SE,FT,Data Engineer,65000,US,100,US
1085,2023,SE,FT,Research Engineer,230000,US,0,US
1086,2023,SE,FT,Research Engineer,148000,US,0,US
1087,2023,SE,FT,Machine Learning Engineer,269000,CA,100,CA
1088,2023,SE,FT,Machine Learning Engineer,158000,CA,100,CA
1089,2023,SE,FT,Analytics Engineer,197000,US,0,US
1090,2023,SE,FT,Analytics Engineer,106000,US,0,US
1091,2023,MI,FT,Deep Learning Engineer,150000,US,100,US
1092,2023,MI,FT,Deep Learning Engineer,100000,US,100,US
1093,2023,SE,FT,Data Engineer,290000,US,100,US
1094,2023,SE,FT,Data Engineer,210000,US,100,US
1095,2023,SE,FT,Data Engineer,192000,US,0,US
1096,2023,SE,FT,Data Engineer,172800,US,0,US
1097,2023,SE,FT,Data Scientist,300240,US,0,US
1098,2023,SE,FT,Data Scientist,200160,US,0,US
1099,2023,SE,FT,Data Scientist,300240,US,0,US
1100,2023,SE,FT,Data Scientist,200160,US,0,US
1101,2023,SE,FT,Analytics Engineer,175000,US,0,US
1102,2023,SE,FT,Analytics Engineer,140000,US,0,US
1103,2023,SE,FT,Data Manager,169000,US,0,US
1104,2023,SE,FT,Data Manager,100000,US,0,US
1105,2023,SE,FT,Data Scientist,370000,US,0,US
1106,2023,SE,FT,Data Scientist,245000,US,0,US
1107,2023,MI,FT,Data Engineer,115447,GB,100,GB
1108,2023,SE,FT,Data Analyst,110000,US,100,US
1109,2023,SE,FT,Data Analyst,80000,US,100,US
1110,2023,EN,FT,Data Analyst,55000,US,0,US
1111,2023,EN,FT,Data Analyst,48000,US,0,US
1112,2023,SE,FT,Data Analyst,95000,US,0,US
1113,2023,SE,FT,Data Analyst,85000,US,0,US
1114,2023,SE,FT,Data Engineer,137500,US,100,US
1115,2023,SE,FT,Data Engineer,81500,US,100,US
1116,2023,SE,FT,Machine Learning Engineer,323300,US,0,US
1117,2023,SE,FT,Machine Learning Engineer,184700,US,0,US
1118,2021,MI,FT,AI Scientist,30000,GH,0,GH
1119,2023,SE,FT,Machine Learning Engineer,186000,US,100,US
1120,2023,SE,FT,Machine Learning Engineer,153088,US,100,US
1121,2023,MI,FT,Data Infrastructure Engineer,190000,US,100,US
1122,2023,MI,FT,Data Infrastructure Engineer,160000,US,100,US
1123,2023,SE,FT,Machine Learning Engineer,200000,US,100,US
1124,2023,SE,FT,Machine Learning Engineer,150000,US,100,US
1125,2023,MI,FT,Data Infrastructure Engineer,190000,US,0,US
1126,2023,MI,FT,Data Infrastructure Engineer,183310,US,0,US
1127,2023,SE,FT,Machine Learning Engineer,240000,US,100,US
1128,2023,SE,FT,Machine Learning Engineer,180000,US,100,US
1129,2023,SE,FT,Machine Learning Engineer,200000,US,100,US
1130,2023,SE,FT,Machine Learning Engineer,150000,US,100,US
1131,2023,SE,FT,Data Science Manager,299500,US,0,US
1132,2023,SE,FT,Data Science Manager,245100,US,0,US
1133,2023,SE,FT,Data Engineer,144000,US,100,US
1134,2023,SE,FT,Data Engineer,66000,US,100,US
1135,2023,MI,FT,Machine Learning Engineer,148500,US,0,US
1136,2023,MI,FT,Machine Learning Engineer,126277,US,0,US
1137,2023,SE,FT,Data Architect,228000,US,0,US
1138,2023,SE,FT,Data Architect,120000,US,0,US
1139,2023,SE,FT,Machine Learning Software Engineer,180000,US,0,US
1140,2023,SE,FT,Machine Learning Software Engineer,90000,US,0,US
1141,2023,SE,FT,Data Scientist,126500,US,0,US
1142,2023,SE,FT,Data Scientist,78000,US,0,US
1143,2023,SE,FT,Data Engineer,180000,US,0,US
1144,2023,SE,FT,Data Engineer,160000,US,0,US
1145,2023,SE,FT,Machine Learning Software Engineer,272000,US,0,US
1146,2023,SE,FT,Machine Learning Software Engineer,170000,US,0,US
1147,2023,MI,FT,Data Analyst,80000,US,0,US
1148,2023,MI,FT,Data Analyst,60000,US,0,US
1149,2023,SE,FT,Data Engineer,259000,US,100,US
1150,2023,SE,FT,Data Engineer,146000,US,100,US
1151,2023,SE,FT,Data Engineer,200000,US,0,US
1152,2023,SE,FT,Data Engineer,160000,US,0,US
1153,2023,EX,FT,Data Engineer,310000,US,100,US
1154,2023,EX,FT,Data Engineer,239000,US,100,US
1155,2023,SE,FT,Data Analyst,142000,US,100,US
1156,2023,SE,FT,Data Analyst,95000,US,100,US
1157,2023,SE,FT,Data Scientist,155000,US,0,US
1158,2023,SE,FT,Data Scientist,139500,US,0,US
1159,2023,MI,FT,Data Engineer,140000,US,100,US
1160,2023,MI,FT,Data Engineer,120000,US,100,US
1161,2023,SE,FT,Data Engineer,259000,US,100,US
1162,2023,SE,FT,Data Engineer,146000,US,100,US
1163,2023,MI,FT,Data Analyst,109371,HR,0,HR
1164,2023,MI,FT,Data Analyst,72914,HR,0,HR
1165,2023,EN,PT,Data Analyst,17779,PL,100,IN
1166,2023,EN,FT,Data Scientist,19522,BR,100,BR
1167,2023,SE,FT,Data Science Lead,247500,US,0,US
1168,2023,SE,FT,Data Science Lead,172200,US,0,US
1169,2023,SE,FT,Data Scientist,225000,US,0,US
1170,2023,SE,FT,Data Scientist,156400,US,0,US
1171,2023,SE,FT,Data Engineer,139500,US,0,US
1172,2023,SE,FT,Data Engineer,109400,US,0,US
1173,2023,MI,FT,Data Engineer,125000,US,0,US
1174,2023,MI,FT,Data Engineer,90000,US,0,US
1175,2023,SE,FT,Machine Learning Infrastructure Engineer,107309,FR,100,FR
1176,2023,SE,FT,Machine Learning Infrastructure Engineer,75116,FR,100,FR
1177,2023,SE,FT,Data Scientist,185900,US,0,US
1178,2023,SE,FT,Data Scientist,129300,US,0,US
1179,2023,SE,FT,Machine Learning Engineer,139500,US,0,US
1180,2023,SE,FT,Machine Learning Engineer,109400,US,0,US
1181,2023,SE,FT,Data Analyst,120000,US,100,US
1182,2023,SE,FT,Data Analyst,75000,US,100,US
1183,2023,SE,FT,Data Analyst,169000,US,0,US
1184,2023,SE,FT,Data Analyst,110600,US,0,US
1185,2023,SE,FT,Machine Learning Engineer,288000,US,100,US
1186,2023,SE,FT,Machine Learning Engineer,140000,US,100,US
1187,2023,SE,FT,Machine Learning Engineer,288000,US,100,US
1188,2023,SE,FT,Machine Learning Engineer,140000,US,100,US
1189,2023,MI,FT,Data Engineer,120000,US,0,US
1190,2023,MI,FT,Data Engineer,90000,US,0,US
1191,2023,MI,FT,Data Science Lead,72914,GB,0,GB
1192,2023,MI,FT,Data Science Lead,60761,GB,0,GB
1193,2023,SE,FT,Data Scientist,215050,US,100,US
1194,2023,SE,FT,Data Scientist,156400,US,100,US
1195,2023,SE,FT,Data Architect,198000,US,100,US
1196,2023,SE,FT,Data Architect,114000,US,100,US
1197,2023,EN,FT,Data Analyst,75000,US,100,US
1198,2023,EN,FT,Data Analyst,60000,US,100,US
1199,2023,SE,FT,Machine Learning Engineer,204500,US,0,US
1200,2023,SE,FT,Machine Learning Engineer,142200,US,0,US
1201,2023,SE,FT,Data Scientist,209300,US,100,US
1202,2023,SE,FT,Data Scientist,182200,US,100,US
1203,2023,SE,FT,Data Manager,140000,US,0,US
1204,2023,SE,FT,Data Manager,120000,US,0,US
1205,2022,EN,FT,Data Scientist,85000,US,0,US
1206,2023,MI,FT,Machine Learning Engineer,48609,GB,100,GB
1207,2023,EN,FT,Research Engineer,120000,GB,100,GB
1208,2023,EN,FT,Research Engineer,60000,GB,100,GB
1209,2023,SE,FT,Machine Learning Engineer,147100,US,0,US
1210,2023,SE,FT,Machine Learning Engineer,90700,US,0,US
1211,2023,SE,FT,Data Engineer,230000,US,0,US
1212,2023,SE,FT,Data Engineer,170000,US,0,US
1213,2023,SE,FT,Data Analyst,227000,US,0,US
1214,2023,SE,FT,Data Analyst,108000,US,0,US
1215,2023,SE,FT,Data Engineer,180000,US,100,US
1216,2023,SE,FT,Data Engineer,160000,US,100,US
1217,2023,SE,FT,Data Architect,180000,US,100,US
1218,2023,SE,FT,Data Architect,160000,US,100,US
1219,2023,SE,FT,Data Engineer,180000,US,0,US
1220,2023,SE,FT,Data Engineer,130000,US,0,US
1221,2023,SE,FT,Data Analyst,55800,ES,100,ES
1222,2023,SE,FT,Data Analyst,51508,ES,100,ES
1223,2023,EN,FT,Data Analyst,60000,US,100,US
1224,2023,EN,FT,Data Analyst,50000,KW,50,US
1225,2023,SE,FT,Data Engineer,226700,US,0,US
1226,2023,SE,FT,Data Engineer,133300,US,0,US
1227,2023,SE,FT,Data Engineer,252000,US,0,US
1228,2023,SE,FT,Data Engineer,129000,US,0,US
1229,2023,SE,FT,Big Data Architect,151902,GB,100,GB
1230,2023,EN,FT,Data Scientist,9727,IN,0,IN
1231,2023,SE,FT,Data Analyst,80000,US,0,US
1232,2023,SE,FT,Data Analyst,52500,US,0,US
1233,2023,SE,FT,Data Engineer,250000,US,100,US
1234,2023,SE,FT,Data Engineer,162500,US,100,US
1235,2023,EN,FT,Data Analyst,85000,US,100,US
1236,2023,EN,FT,Data Analyst,75000,US,100,US
1237,2023,SE,FT,Data Analyst,153600,US,0,US
1238,2023,SE,FT,Data Analyst,106800,US,0,US
1239,2023,MI,FT,Data Analyst,165000,US,0,US
1240,2023,MI,FT,Data Analyst,124000,US,0,US
1241,2023,SE,FT,Data Analyst,115934,US,100,US
1242,2023,SE,FT,Data Analyst,81666,US,100,US
1243,2023,SE,FT,Data Engineer,167580,US,0,US
1244,2023,SE,FT,Data Engineer,87980,US,0,US
1245,2023,SE,FT,Data Engineer,250000,US,100,US
1246,2023,SE,FT,Data Engineer,63000,US,100,US
1247,2023,SE,FT,Research Scientist,253750,ES,0,ES
1248,2023,SE,FT,Research Scientist,169200,ES,0,ES
1249,2023,SE,FT,Research Scientist,253750,ES,0,ES
1250,2023,SE,FT,Research Scientist,169200,ES,0,ES
1251,2023,MI,FT,Data Scientist,170000,US,0,US
1252,2023,MI,FT,Data Scientist,120000,US,0,US
1253,2023,SE,FT,Data Engineer,124740,US,0,US
1254,2023,SE,FT,Data Engineer,65488,US,0,US
1255,2023,SE,FT,Data Engineer,213580,US,100,US
1256,2023,SE,FT,Data Engineer,163625,US,100,US
1257,2023,EN,FT,Data Engineer,12000,VN,0,VN
1258,2022,SE,FT,Machine Learning Software Engineer,375000,US,100,US
1259,2023,SE,FT,Data Engineer,101943,IE,100,IE
1260,2023,MI,FT,Product Data Analyst,16414,IN,100,IN
1261,2023,SE,FT,Machine Learning Engineer,220000,US,0,US
1262,2023,SE,FT,Machine Learning Engineer,170000,US,0,US
1263,2023,EX,FT,Data Engineer,235000,US,0,US
1264,2023,EX,FT,Data Engineer,210000,US,0,US
1265,2023,SE,FT,Data Architect,180000,US,100,US
1266,2023,SE,FT,Data Architect,115000,US,100,US
1267,2023,SE,FT,Data Architect,200000,US,100,US
1268,2023,SE,FT,Data Architect,115000,US,100,US
1269,2023,SE,FT,Data Science Manager,231250,US,100,US
1270,2023,SE,FT,Data Science Manager,138750,US,100,US
1271,2023,SE,FT,Machine Learning Engineer,284310,US,0,US
1272,2023,SE,FT,Machine Learning Engineer,153090,US,0,US
1273,2023,SE,FT,Data Engineer,160000,US,100,US
1274,2023,SE,FT,Data Engineer,75000,US,100,US
1275,2023,MI,FT,Data Analyst,125000,US,0,US
1276,2023,MI,FT,Data Analyst,105000,US,0,US
1277,2023,MI,FT,Data Analyst,109371,GB,0,GB
1278,2023,MI,FT,Data Analyst,85066,GB,0,GB
1279,2023,EN,FT,Data Analyst,55000,US,0,US
1280,2023,EN,FT,Data Analyst,48000,US,0,US
1281,2023,EN,FT,Data Analyst,100000,US,50,US
1282,2023,SE,FT,Data Science Lead,225900,US,0,US
1283,2023,SE,FT,Data Science Lead,156400,US,0,US
1284,2023,SE,FT,Data Engineer,250000,US,100,US
1285,2023,SE,FT,Data Engineer,162500,US,100,US
1286,2023,SE,FT,Machine Learning Engineer,318300,US,100,US
1287,2023,SE,FT,Machine Learning Engineer,188800,US,100,US
1288,2023,SE,FT,Data Analyst,385000,US,0,US
1289,2023,SE,FT,Data Analyst,60000,US,0,US
1290,2023,MI,FT,Data Analyst,110000,US,100,US
1291,2023,MI,FT,Data Analyst,95000,US,100,US
1292,2023,SE,FT,Data Scientist,145000,US,100,US
1293,2023,SE,FT,Data Scientist,135000,US,100,US
1294,2023,SE,FT,Data Analyst,180180,US,0,US
1295,2023,SE,FT,Data Analyst,106020,US,0,US
1296,2023,SE,FT,Data Analyst,93919,US,100,US
1297,2023,SE,FT,Data Analyst,51962,US,100,US
1298,2023,SE,FT,Data Engineer,241871,US,0,US
1299,2023,SE,FT,Data Engineer,133832,US,0,US
1300,2023,SE,FT,Data Scientist,170000,US,100,US
1301,2023,SE,FT,Data Scientist,90000,US,100,US
1302,2023,EX,FT,Data Engineer,210914,US,100,US
1303,2023,EX,FT,Data Engineer,116704,US,100,US
1304,2023,SE,FT,Data Analyst,192500,US,100,US
1305,2023,SE,FT,Data Analyst,140000,US,100,US
1306,2023,SE,FT,Data Scientist,149076,US,0,US
1307,2023,SE,FT,Data Scientist,82365,US,0,US
1308,2023,MI,FT,Machine Learning Engineer,36000,MX,100,MX
1309,2023,SE,FT,Data Scientist,175000,US,0,US
1310,2023,SE,FT,Data Scientist,148750,US,0,US
1311,2023,SE,FT,Research Scientist,370000,US,0,US
1312,2023,SE,FT,Research Scientist,200000,US,0,US
1313,2023,SE,FT,Data Scientist,235000,US,100,US
1314,2023,SE,FT,Data Scientist,185000,US,100,US
1315,2023,MI,FT,Machine Learning Engineer,121523,GB,0,GB
1316,2023,MI,FT,Machine Learning Engineer,97218,GB,0,GB
1317,2023,SE,FT,Data Scientist,216100,US,0,US
1318,2023,SE,FT,Data Scientist,140800,US,0,US
1319,2023,MI,FT,Machine Learning Engineer,145828,GB,0,GB
1320,2023,MI,FT,Machine Learning Engineer,121523,GB,0,GB
1321,2023,SE,FT,Computer Vision Software Engineer,53654,NL,100,CA
1322,2023,EN,FT,Data Scientist,110000,US,50,US
1323,2023,SE,FT,Data Engineer,128000,US,0,US
1324,2023,SE,FT,Data Engineer,81500,US,0,US
1325,2023,MI,FT,Data Engineer,66837,GB,100,GB
1326,2023,MI,FT,Data Engineer,63192,GB,100,GB
1327,2023,MI,FT,Data Analyst,60761,GB,0,GB
1328,2023,MI,FT,Data Analyst,54685,GB,0,GB
1329,2023,EX,FT,Data Engineer,284000,US,100,US
1330,2023,EX,FT,Data Engineer,236000,US,100,US
1331,2023,SE,FT,Research Scientist,248100,CA,0,CA
1332,2023,SE,FT,Research Scientist,145900,CA,0,CA
1333,2023,SE,FT,Research Engineer,155850,US,0,US
1334,2023,SE,FT,Research Engineer,102544,US,0,US
1335,2023,MI,FT,Data Scientist,151410,US,100,US
1336,2023,MI,FT,Data Scientist,115360,US,100,US
1337,2023,MI,FT,Data Engineer,66531,ES,100,ES
1338,2023,MI,FT,Data Engineer,59020,ES,100,ES
1339,2023,SE,FT,Director of Data Science,125686,CA,50,CA
1340,2023,SE,FT,Azure Data Engineer,100000,NL,50,NL
1341,2023,EN,FT,Data Scientist,12767,IN,50,IN
1342,2023,SE,FT,Data Scientist,250000,US,0,US
1343,2023,SE,FT,Data Scientist,162500,US,0,US
1344,2023,SE,FT,Data Scientist,185000,GB,0,GB
1345,2023,SE,FT,Data Scientist,120250,GB,0,GB
1346,2023,EN,FT,Data Engineer,26827,DE,100,DE
1347,2022,EN,FT,Data Scientist,180000,US,100,US
1348,2023,MI,FT,Research Scientist,85000,US,0,US
1349,2023,MI,FT,Research Scientist,70000,US,0,US
1350,2023,SE,FT,BI Developer,135000,US,100,US
1351,2023,SE,FT,BI Developer,100000,US,100,US
1352,2023,EX,FT,Data Analytics Manager,155000,US,0,US
1353,2023,EX,FT,Data Analytics Manager,140000,US,0,US
1354,2023,SE,FT,Machine Learning Engineer,204500,US,0,US
1355,2023,SE,FT,Machine Learning Engineer,142200,US,0,US
1356,2023,SE,FT,Data Engineer,226700,US,0,US
1357,2023,SE,FT,Data Engineer,133300,US,0,US
1358,2023,SE,FT,Data Scientist,225000,US,100,US
1359,2023,SE,FT,Data Scientist,156400,US,100,US
1360,2023,SE,FT,Data Engineer,163800,US,0,US
1361,2023,SE,FT,Data Engineer,126000,US,0,US
1362,2023,SE,FT,Machine Learning Engineer,163800,US,0,US
1363,2023,SE,FT,Machine Learning Engineer,126000,US,0,US
1364,2023,SE,FT,ML Engineer,220000,US,0,US
1365,2023,SE,FT,ML Engineer,150000,US,0,US
1366,2023,SE,FT,Data Engineer,145000,US,0,US
1367,2023,SE,FT,Data Engineer,115000,US,0,US
1368,2023,SE,FT,Data Analytics Manager,204500,US,0,US
1369,2023,SE,FT,Data Analytics Manager,138900,US,0,US
1370,2023,MI,FT,Data Engineer,162500,US,0,US
1371,2023,MI,FT,Data Engineer,130000,US,0,US
1372,2023,SE,FT,Data Engineer,150000,US,100,US
1373,2023,SE,FT,Data Engineer,107000,US,100,US
1374,2023,EX,FT,Data Engineer,175000,US,0,US
1375,2023,EX,FT,Data Engineer,110000,US,0,US
1376,2023,SE,FT,Data Engineer,226700,US,0,US
1377,2023,SE,FT,Data Engineer,133300,US,0,US
1378,2023,SE,FT,Data Engineer,252000,US,0,US
1379,2023,SE,FT,Data Engineer,129000,US,0,US
1380,2023,SE,FT,Machine Learning Engineer,150000,US,0,US
1381,2023,SE,FT,Machine Learning Engineer,125000,US,0,US
1382,2023,SE,FT,Data Engineer,252000,US,0,US
1383,2023,SE,FT,Data Engineer,129000,US,0,US
1384,2023,SE,FT,Data Scientist,225000,US,0,US
1385,2023,SE,FT,Data Scientist,156400,US,0,US
1386,2022,MI,FT,Research Scientist,23000,IN,100,IN
1387,2023,MI,FT,Machine Learning Engineer,110000,US,100,US
1388,2023,SE,FT,Data Engineer,265000,US,100,US
1389,2023,SE,FT,Data Engineer,182750,US,100,US
1390,2023,MI,FT,Data Analyst,130000,US,0,US
1391,2023,MI,FT,Data Analyst,100000,US,0,US
1392,2023,SE,FT,Data Analyst,153600,US,0,US
1393,2023,SE,FT,Data Analyst,106800,US,0,US
1394,2023,SE,FT,Data Engineer,137500,US,0,US
1395,2023,SE,FT,Data Engineer,81500,US,0,US
1396,2023,EX,FT,Head of Data Science,314100,US,0,US
1397,2023,EX,FT,Head of Data Science,195800,US,0,US
1398,2023,SE,FT,Applied Scientist,205000,US,0,US
1399,2023,SE,FT,Applied Scientist,180000,US,0,US
1400,2023,SE,FT,Data Scientist,165000,US,100,US
1401,2023,SE,FT,Data Scientist,144000,US,100,US
1402,2023,EN,FT,BI Developer,160000,US,0,US
1403,2023,EN,FT,BI Developer,100000,US,0,US
1404,2023,EX,FT,Data Engineer,200000,US,0,US
1405,2023,EX,FT,Data Engineer,145000,US,0,US
1406,2023,MI,FT,Data Analyst,150000,US,0,US
1407,2023,MI,FT,Data Analyst,100000,US,0,US
1408,2023,SE,FT,Data Manager,199000,US,0,US
1409,2023,SE,FT,Data Manager,112000,US,0,US
1410,2023,SE,FT,Data Scientist,105000,US,0,US
1411,2023,SE,FT,Data Scientist,70000,US,0,US
1412,2023,EN,FT,Big Data Engineer,130000,SE,100,SE
1413,2023,SE,FT,Data Analyst,180180,US,0,US
1414,2023,SE,FT,Data Analyst,106020,US,0,US
1415,2023,EN,FT,Data Engineer,160000,US,0,US
1416,2023,EN,FT,Data Engineer,135000,US,0,US
1417,2023,SE,FT,Data Scientist,183000,US,0,US
1418,2023,SE,FT,Data Scientist,134000,US,0,US
1419,2023,SE,FT,Machine Learning Engineer,220000,US,0,US
1420,2023,SE,FT,Machine Learning Engineer,150000,US,0,US
1421,2023,SE,FT,Applied Scientist,350000,US,0,US
1422,2023,SE,FT,Applied Scientist,262500,US,0,US
1423,2023,SE,FT,Data Analyst,122000,US,0,US
1424,2023,SE,FT,Data Analyst,94000,US,0,US
1425,2023,SE,FT,Machine Learning Engineer,276000,US,0,US
1426,2023,SE,FT,Machine Learning Engineer,184000,US,0,US
1427,2023,EX,FT,Data Engineer,310000,US,100,US
1428,2023,EX,FT,Data Engineer,239000,US,100,US
1429,2023,SE,FT,Data Scientist,225000,US,100,US
1430,2023,SE,FT,Data Scientist,156400,US,100,US
1431,2023,MI,FT,Machine Learning Engineer,180000,US,100,US
1432,2023,MI,FT,Machine Learning Engineer,150000,US,100,US
1433,2023,SE,FT,Data Scientist,228000,US,0,US
1434,2023,SE,FT,Data Scientist,152000,US,0,US
1435,2023,SE,FT,Data Scientist,209450,US,100,US
1436,2023,SE,FT,Data Scientist,158677,US,100,US
1437,2023,SE,FT,Data Analyst,175000,US,0,US
1438,2023,SE,FT,Data Analyst,145000,US,0,US
1439,2023,SE,FT,Data Engineer,240000,US,0,US
1440,2023,SE,FT,Data Engineer,170000,US,0,US
1441,2023,MI,FT,Data Analyst,103200,US,0,US
1442,2023,MI,FT,Data Analyst,61200,US,0,US
1443,2022,MI,FT,Data Scientist,155000,US,100,US
1444,2021,EN,FT,Marketing Data Engineer,66970,SG,50,SG
1445,2023,SE,FT,Data Scientist,63312,CY,50,EE
1446,2023,SE,FT,Data Scientist,237000,US,100,US
1447,2023,SE,FT,Data Scientist,145000,US,100,US
1448,2023,SE,FT,Data Scientist,240000,US,100,US
1449,2023,SE,FT,Data Scientist,139000,US,100,US
1450,2023,SE,FT,Data Architect,174500,US,0,US
1451,2023,SE,FT,Data Architect,113000,US,0,US
1452,2023,SE,FT,Data Analyst,130000,US,100,US
1453,2023,SE,FT,Data Analyst,87000,US,100,US
1454,2023,SE,FT,Data Analyst,160000,US,100,US
1455,2023,SE,FT,Data Analyst,108000,US,100,US
1456,2023,SE,FT,Data Engineer,165000,US,100,US
1457,2023,SE,FT,Data Engineer,107250,US,100,US
1458,2023,SE,FT,Data Engineer,300000,US,0,US
1459,2023,SE,FT,Data Engineer,119000,US,0,US
1460,2023,SE,FT,Data Scientist,285800,US,100,US
1461,2023,SE,FT,Data Scientist,154600,US,100,US
1462,2023,MI,FT,Head of Data Science,60795,IN,50,IN
1463,2023,EN,FT,Data Analyst,30000,AR,100,US
1464,2023,MI,FT,Data Science Manager,220000,US,0,US
1465,2023,MI,FT,Data Science Manager,195000,US,0,US
1466,2023,SE,FT,Data Manager,168400,US,0,US
1467,2023,SE,FT,Data Manager,105200,US,0,US
1468,2023,MI,FT,Data Analyst,206000,US,0,US
1469,2023,MI,FT,Data Analyst,160000,US,0,US
1470,2023,SE,FT,Analytics Engineer,200000,US,100,US
1471,2023,SE,FT,Analytics Engineer,175000,US,100,US
1472,2023,SE,FT,Analytics Engineer,231250,US,100,US
1473,2023,SE,FT,Analytics Engineer,138750,US,100,US
1474,2023,SE,FT,Data Engineer,153000,CA,100,CA
1475,2023,SE,FT,Data Engineer,94000,CA,100,CA
1476,2023,SE,FT,Data Engineer,240500,US,0,US
